x,y
6.666245501640716498e+00,1.955941711275031736e+01
1.059084850568138281e+00,-1.184217403406839786e+00
1.308949506640807448e+00,6.806034757314388450e+00
3.219806064683080393e+00,1.486904268667040085e+01
6.615643366662436797e+00,1.718882635342700027e+01
8.465062252707220125e+00,2.561916672211682666e+01
5.532573447967133795e+00,1.762937934590814493e+01
8.544524875245047113e+00,3.213957250770815222e+01
3.848378112757611103e+00,1.005719377839522366e+01
3.167878971183797354e+00,8.159676614108285264e+00
3.542646755916785128e+00,9.971958189058215183e+00
1.710818292050990674e+00,5.465090354609027479e+00
8.291126345018904331e+00,1.106472730777574931e+01
3.386708459143266126e+00,6.953721940525307232e+00
5.523700752940730929e+00,1.700867721508069152e+01
5.785514681088329780e+00,1.612250412938155719e+01
5.215330593973322770e+00,1.074163071394764302e+01
2.688064574320692124e-02,-1.556694646518886227e+00
9.883454192828200036e+00,2.463056984058570364e+01
9.053415756616098875e+00,2.032568048752814249e+01
2.076358611963244893e+00,4.325643477691110128e+00
2.924894127924248188e+00,6.315284722417947805e+00
5.200101530724834831e+00,1.917710805984797062e+01
9.019113726606706294e+00,2.932974065922214635e+01
9.836308849117232356e+00,3.095869759476644134e+01
2.575420641540830946e+00,1.027206059972816732e+01
5.643590429247816509e+00,1.226736365105179871e+01
8.069686841371790820e+00,2.667336935339812953e+01
3.943700539527748017e+00,9.987998416222220399e+00
7.310730358445570509e+00,2.009208693741127760e+01
1.610690144292148407e+00,1.241782802038331290e+01
6.006985678335898804e+00,1.713742847649794854e+01
8.658644583032646835e+00,2.458303160876970850e+01
9.835216092035555135e+00,1.922414280010593757e+01
7.936579037801572145e-01,6.119191228284660333e+00
4.283472747009492210e+00,7.508648631011323182e+00
2.045428595464277244e+00,1.187326977050020282e+01
4.506364905187347780e+00,1.204291637710411500e+01
5.477635726288539786e+00,4.213245105635795795e+00
9.332671036982076451e-01,2.243067246428809280e+00
2.968607754806794397e+00,7.981346695587398621e+00
9.275842401521474656e+00,2.731698213419414500e+01
5.690037314301953586e+00,1.927765523899071809e+01
4.574119975236119018e+00,1.149647871448435410e+01
7.535259907981145311e+00,2.560249074422223714e+01
7.418621518420373206e+00,4.411277152786400535e+00
4.857903284426878798e-01,-6.554691690194260900e-01
7.086973954427460143e+00,1.385561353188271738e+01
8.392433478050836726e+00,1.641016614220248471e+01
1.659378842069538784e+00,1.064697896191140103e+01
7.809979379999573368e+00,2.537080044512318011e+01
2.865366167291019117e+00,4.984565316176436944e+00
3.064697533295572818e+00,1.525202885303873046e+01
6.652614653496829789e+00,1.883887109600416210e+01
1.113921716077157509e+00,2.376383786317130209e+00
6.648724488032943469e+00,1.485719723822017180e+01
8.878567926762226392e+00,2.000506118459010452e+01
6.963112682354063665e+00,2.147165599313283124e+01
4.403278766654090681e+00,1.595897142147023651e+01
4.382143843772246861e+00,1.384786567037016347e+01
7.650960952393065284e+00,1.057631399406717598e+01
5.656420012258828400e+00,1.732284331091159046e+01
8.490416319181759430e-01,6.649586899989468947e+00
5.826710878614046685e+00,1.292074916921287020e+01
8.148437028934097270e+00,2.228734528682700855e+01
3.370663834476099741e+00,8.072380896865105626e-01
9.275765795753894594e+00,1.873956918098587465e+01
7.507170003431679284e+00,1.884674826737656161e+01
5.740638251499644795e+00,1.450283990866858019e+01
7.516439887929183605e+00,2.224949657857096597e+01
7.914896073820520961e-01,-2.255902914191919795e+00
8.593890756806114695e+00,2.147869656891192136e+01
8.215041132005579172e+00,1.978870392794690503e+01
9.098716596102088161e+00,2.708684386015125867e+01
1.286311975093800131e+00,1.202099377957615722e+01
8.178008709398520981e-01,1.234910377640000689e+01
1.384155727815897796e+00,-2.681810914617043018e+00
3.993787101028001274e+00,1.144439679381771668e+01
4.243068610809919150e+00,6.745024975800971490e+00
5.622183787309056768e+00,1.543173471084144133e+01
1.222435496325050552e+00,6.870685138892371313e+00
2.013995013813708823e+00,7.142442028051330993e+00
8.116443482840216106e+00,2.174605021312823538e+01
4.679875740567494447e+00,2.081488522524524498e+01
8.079382094836102368e+00,2.550340219560980159e+01
7.426378544613032595e-02,5.223871559264072761e-01
5.515927259824055184e+00,1.561087495403660341e+01
9.319321480766781463e+00,2.935279273586395021e+01
5.821754591458701000e+00,1.930333900884314602e+01
2.060957274452741572e+00,4.727012667627746190e+00
7.177575622795576038e+00,1.076772485147109037e+01
3.789858496989176651e+00,5.251358778609492184e+00
6.683839472594597986e+00,1.913949480655406887e+01
2.931972289377127172e-01,-6.499641191050745448e+00
6.359003593513561370e+00,1.683553649370176331e+01
3.219793493792399985e-01,2.371024925104556758e-01
7.447806551417659904e+00,2.531578039378016598e+01
4.729130022384550713e+00,6.932605938584098126e+00
1.217543554730536881e+00,-4.914986007678600721e+00
5.426359257885059684e+00,1.316769443666210826e+01
6.677444322500469820e-01,6.543176738592729969e+00
6.533648713530406660e+00,2.338371477846277458e+01
9.960863273678254970e+00,2.205552310139592365e+01
7.693973370739622730e+00,2.328625216482998539e+01
5.737741136588244473e+00,1.048720060265883980e+01
1.026352592107958595e+00,5.217441524226362759e-01
6.998340747729146827e+00,2.203382549946169178e+01
6.611678673279310914e+00,2.181994939595749727e+01
4.909713062277631934e-01,-2.069475480798184996e+00
7.922993018445906088e+00,2.388197416079968960e+01
5.187165908905051026e+00,5.325415706009877681e+00
4.258676941999191001e+00,1.133339781917020694e+01
7.881871736014654850e+00,1.573343920864492951e+01
4.115692232088371760e+00,7.950733879235170498e+00
4.810262755051535777e+00,7.345270126907090358e+00
1.816288426738246198e+00,9.008853043540540284e+00
3.213188995064286679e+00,1.250234483982005429e+01
8.455329965625686839e+00,1.938232268740032893e+01
1.869037489267153518e+00,8.250505255385876424e+00
4.172910609033441354e+00,1.343863928826047882e+01
9.890345073952994781e+00,2.578360391321527345e+01
2.365998117055193362e+00,1.840584629055587129e+01
9.168323329388289977e+00,2.041641523777142098e+01
9.183974678056330276e+00,2.473146214870650894e+01
9.129634220320181903e-01,2.070473408602250931e+00
4.636527248855159655e+00,1.143241804898579161e+01
5.022163353227870886e+00,1.505246840352707238e+01
3.136689500521274709e+00,8.069745250354962707e+00
4.733953723773698385e-01,-1.418645369517765431e+00
2.416856372453977997e+00,8.363278420933600188e+00
9.552964155536092239e-01,9.999899272653948401e+00
2.382499057124118025e+00,1.237007954270279342e+01
8.077910862901561018e+00,2.290999959929745700e+01
8.949782878860116142e+00,2.039747312815564584e+01
4.322289207964680191e-01,3.712720303988517934e+00
3.019468362627190317e+00,1.467188602329767022e+01
9.805821985942875685e+00,3.217050127649212499e+01
5.395048225537353304e+00,1.698605586167536075e+01
6.263093617098562937e+00,1.553594804191531686e+01
5.545408406904539511e-02,8.248714630082569776e-01
4.849094434425592404e+00,1.768296572275650291e+01
9.883285346223875223e+00,2.983994443991593926e+01
3.751855274827980757e+00,2.291140126380032171e+00
9.703815863886122717e-01,7.419041789932916409e+00
4.619087615684484227e+00,1.680416073935884924e+01
9.630044659922582184e+00,2.133915452478008845e+01
3.418306135650164279e+00,6.420859758007003038e+00
7.989227332150131922e+00,1.788724783978715038e+01
7.988463312130619443e+00,1.826984426771231185e+01
2.082482967389366557e+00,-1.775405174977535694e-01
4.433677018012117443e+00,1.434965219279002824e+01
7.156012751543048722e+00,1.566143488502006775e+01
4.105197854139278846e+00,1.161107545489174697e+01
1.910069553704211165e+00,3.987329969015549924e+00
9.674943068064184359e+00,2.716324527714390769e+01
6.507503664762933404e+00,1.291567398154757917e+01
8.654598515228993705e+00,2.456282316255481746e+01
2.524235779964367765e-01,4.279964024709557613e+00
2.669058147911347323e+00,1.251061829577151130e+01
5.020711003267428474e+00,2.409062295512185869e+01
6.744863513005172617e-01,-7.074292973019796982e+00
9.930332610947917971e+00,2.812740319923547361e+01
2.364623961980289124e+00,4.065745696917023366e+00
3.742921823454480545e+00,1.432011194080399008e+00
2.140119149083462347e+00,1.125845098924193266e+01
1.054458661054508140e+00,1.099714607211079809e+01
2.324797856042357669e+00,5.553856087609606362e+00
3.006101355032047007e+00,1.026983486869017170e+01
6.344422678994391163e+00,1.724067299667019171e+01
2.812347814529084999e+00,1.090185787678869289e+01
3.622767609765762398e+00,1.515959776903239131e+01
5.942843723529822597e-02,3.573257771555231166e+00
3.657191259273645301e+00,1.257182779548490714e+01
5.338859816982946427e+00,2.134583225681553387e+01
1.620158370505309087e+00,4.927084815380180949e+00
5.974331083603749981e+00,2.125115056550412618e+01
2.931524686271793634e+00,4.918809604721888995e+00
6.320504948017279467e+00,2.553668710362671135e+01
2.619660525084377412e-01,6.044042093135622906e+00
8.875934604677748752e+00,2.187103884223707340e+01
1.611863042337391416e-01,-8.469774974863987893e+00
1.269580310359613717e+00,4.872397190243283660e+00
7.771624615706022254e+00,1.522001449541130569e+01
4.589523220217062160e-01,4.345553820952998691e+00
7.109986935955100229e+00,2.673081145389013003e+01
9.710461405101289856e+00,2.677645247673567042e+01
8.716829331423072702e+00,2.260201025693506338e+01
7.101616513206985282e+00,2.116506830299675812e+01
9.585097430216668712e+00,2.709099455609104723e+01
4.298133378865819587e+00,6.310129049033097459e-01
8.728789143218072866e+00,2.472665717839774757e+01
3.559576679736146332e+00,1.370032847992884761e+01
9.297636529038467046e+00,2.364738315113263312e+01
1.487776562421035953e+00,1.031223679675513694e+01
9.400290149282735541e+00,2.456235250029185835e+01
8.327161972832126224e+00,2.635289874448236702e+01
8.460548381964640541e+00,3.421689649022237489e+01
1.239230099239443383e+00,4.316119602966248969e+00
5.964868983417369819e+00,6.901511628952187394e+00
1.639248087593137004e-01,4.268534015202412046e-01
7.211843660506067621e+00,1.110015912731481791e+01
7.737514125903954820e-02,4.949626985349581787e+00
8.482227744523362922e-01,1.036731180629629456e+01
2.254984104500236342e+00,1.081685856983829197e+01
8.751245338732246637e+00,2.517965441056196596e+01
3.635763179876133400e+00,7.564780662066544537e+00
5.399599352125584950e+00,2.307724711014635233e+01
5.681032138189784142e+00,1.966896140547105176e+01
2.254633603059599256e+00,8.758931791296749481e+00
5.721467679844611354e+00,1.702797079484438214e+01
6.609517950296032396e+00,1.878193166899010791e+01
2.982453933173294658e+00,1.141721695273028914e+01
4.186268589800259399e+00,9.099035579192628731e+00
4.530889245461300341e+00,2.065347278367035244e+01
9.323506615420814825e+00,2.577046530292174964e+01
5.874937474795024706e+00,1.938761593935006644e+01
9.482523716181411544e+00,2.323847290210639471e+01
5.560347537651468386e+00,1.747546151199580322e+01
5.005614208491011574e+00,2.805273389695129183e+00
3.532210966248339190e-02,-3.803189118134581825e+00
4.808890438749621410e+00,1.356516033094174034e+01
9.274549985626517667e+00,1.827400941378295940e+01
1.983656890267191386e+00,1.885621254499381294e+01
5.209113438949886099e-01,-5.338128209809471336e+00
4.067788934738684858e+00,1.359897608202640029e+01
3.723964805941120115e+00,1.928877778222364014e+01
8.571530578712437176e+00,2.553526174384151659e+01
2.661111555995954170e-01,8.141401220921158366e-01
9.201492297590048608e+00,2.194301032481119407e+01
6.809029989949564765e+00,2.208885241873712957e+01
9.042259940642177085e+00,2.030429644639270848e+01
6.075290708206387613e+00,1.629079622147219908e+01
8.119533124361243637e+00,2.545482583949350897e+01
3.355438735392861638e+00,8.549201705600648182e+00
3.495662280275597666e+00,1.087670575163255826e+01
3.898742303282923594e+00,9.926424295462256353e+00
7.547970815727832239e+00,1.572093902178524516e+01
3.692911744286477838e+00,1.687803178432691453e+01
2.422198064922672422e+00,1.472082636522164378e+01
9.376683567905958583e+00,2.355820915024811768e+01
9.080110836630399973e+00,2.307239629818308657e+01
3.487973160869910494e+00,9.530436207275414517e+00
6.346380702580472821e+00,2.025996812458008733e+01
2.738422116530757400e+00,4.019553965119245120e+00
2.061151287135690957e+00,6.410251690076274933e+00
3.363395289967944457e+00,1.142328350076558863e+01
3.270998926155011866e+00,1.308770806232376316e+01
8.822761011966163025e+00,9.852716155508307594e+00
8.223038147237254236e+00,2.427461141593569494e+01
7.096232285590978961e+00,2.116981452357286386e+01
9.593452252588969387e+00,3.072227181497058979e+01
4.225433531080581062e+00,9.632263751597974988e+00
2.450330385556762636e+00,5.234059937546572172e+00
1.173984371914892355e+00,1.064754386313574663e+01
3.010533582011998277e+00,1.410550424283949056e+00
1.452637339704537789e+00,1.347704480616834033e+01
9.218609736837002355e-01,1.678412473034838115e+01
6.029321967069232180e+00,1.916056334119750915e+01
3.641874497564469237e+00,1.487517861179423839e+01
5.645703425961436039e+00,8.366350029406870448e+00
1.913357207205566013e+00,3.010594084526051706e+00
6.769058596527606220e+00,2.391195922717952271e+01
2.155054472756598116e+00,8.896712916802664850e+00
2.780235937440360683e+00,7.743452528467047458e+00
7.417604221448767632e+00,2.140835621531964250e+01
5.597378956447118803e+00,1.822832981271912800e+01
3.348364128670192841e+00,8.605431816240312060e+00
5.429887825451935157e+00,1.512998983874614289e+01
6.939847028582425637e+00,1.886808069746139083e+01
9.121321214776290986e+00,1.924190812988602772e+01
5.807132133944539198e+00,1.783580347465685279e+01
2.326863788928808852e+00,1.653508904538747259e+01
7.466976307764965348e+00,2.902725142034337225e+01
7.777690175547075313e+00,1.376222895960889581e+01
2.004013149626540091e+00,9.563188973450037267e+00
8.205742196778860631e+00,2.559187439647601536e+01
4.649348547228264295e+00,1.127081905395245087e+01
7.797666620889451394e+00,1.637316637866165436e+01
2.374782199882659040e+00,1.032883928848407074e+00
3.325802697176763800e+00,7.790987848691750983e+00
9.536971192916528395e+00,2.729247366532738184e+01
6.578150731498050519e+00,1.735508594990884035e+01
7.728778305015417516e+00,1.796728032122275565e+01
6.883743432206291146e+00,1.266357542376122680e+01
2.043041178484327425e+00,8.561184238152302228e+00
4.706887484465426041e+00,1.879993094601084280e+01
8.089638727117851147e+00,1.728948695762216659e+01
6.750351269093718187e+00,2.081802299347791774e+01
6.027885653297926360e-02,-7.546679078219556303e+00
8.740774265282280631e-01,5.978630216143616671e-01
3.467947202135594154e+00,1.401788860291779137e+01
9.443655396185901552e+00,1.972030244351664763e+01
4.911904809745834655e+00,1.095757840030243102e+01
2.701762674303337164e+00,1.554424082794183803e+01
3.604237194537098787e+00,7.046373085080034571e+00
2.106526275540632209e+00,2.696591592705259721e+00
4.212000571700126095e+00,1.510924323890367660e+01
2.180354395494745745e+00,1.692455380451333369e+01
8.457525073029277252e+00,2.164546294610259736e+01
4.562705990415628854e+00,1.695044427763207295e+01
2.798020184357702611e+00,1.542389636146928744e+01
9.328916481414816886e+00,2.665005201793989897e+01
3.143513536291967725e+00,8.209194334804617910e+00
9.097146620433381514e+00,2.006123285795602129e+01
4.341809097027704567e-01,-4.340602530348396826e+00
7.071150602676761210e+00,2.493638523221093450e+01
4.838890390346263004e+00,1.470201170457509221e+01
4.442210613279802267e+00,1.946953124531416890e+01
3.632334435198159017e-01,7.552710190548060254e+00
4.068319049138113819e-01,-3.677728378535469744e-01
3.327536170619409539e+00,4.084406927046750013e+00
9.471195399074332499e+00,2.744133641237041132e+01
6.176599771146911166e+00,1.397896500616119297e+01
3.688748416809268793e+00,1.280531674702677947e+01
6.119770390549055250e+00,1.334366628806559696e+01
2.061315362852274902e+00,2.547162141144315939e+00
1.650664428280373963e+00,5.121707022997364689e+00
3.618172655313584229e+00,1.541593474032388045e+01
8.633533515404316461e+00,2.481653326507867519e+01
5.094017273502238652e+00,2.032691892711450521e+01
2.969015160568555523e+00,2.954729386145252157e+00
9.502516250691506627e+00,2.017090491906727578e+01
8.159660896670597907e+00,2.165333374587492088e+01
3.229739428024261727e+00,2.060285548652599630e+01
9.720982452279923081e+00,2.937388669851167577e+01
9.873510978303908558e+00,2.105071373553612801e+01
4.086601337457780758e+00,1.153580107885590955e+01
6.559231028884747516e+00,1.920165152621815707e+01
4.056531984512280253e+00,8.997901233475657179e+00
2.573481057405710981e+00,1.120007759879680442e+01
8.265267599986825253e-01,2.984086209172675641e+00
2.636103461178319840e+00,6.793605061897444841e+00
2.714798535097452614e+00,1.478828027370602882e+01
3.986390796831394745e+00,3.117672481277059759e+00
1.848860310253086503e+00,1.513124066709249149e+00
9.538184033144764484e+00,2.145891517565801010e+01
1.028798853811575542e+00,3.359178453544942045e-02
6.252085331388014922e+00,1.368644810201316098e+01
4.416973880462205848e+00,1.518481449060961630e+01
4.235180489765929757e+00,1.777061536646655782e+01
3.719917829242795015e+00,1.558000087638643016e+01
8.683147101724458139e+00,1.831005712166609811e+01
2.804769806468097038e+00,8.174835023320873972e+00
2.057615739362328444e-01,4.475730002214699965e+00
9.180970159591065993e+00,2.585244016040487836e+01
8.644802775736055267e+00,2.984074393688630877e+01
2.769017900460029047e+00,5.245873573430020365e+00
5.234875483250184480e+00,1.556878581362957625e+01
1.090881972643170661e+00,2.461051357077484791e+00
9.342706876107575997e-01,5.291051814474509563e+00
8.374661084337089889e+00,1.724216814739424208e+01
4.102657175692330682e+00,7.311954334442949843e+00
6.617165402023070797e+00,1.459235920611524051e+01
9.432005584771527396e+00,2.246166740615358748e+01
2.451305915614621966e+00,1.556788111720037193e+01
1.315983129086140124e-01,7.906005353748692066e+00
2.414840578377241975e-01,1.240461791024594085e+00
7.093856924031721078e+00,2.029930878112682535e+01
9.245518847934782514e+00,1.684161702928496496e+01
4.673302730128710003e+00,1.248679509256445286e+01
3.751091480975187409e+00,1.187580226899660474e+01
5.428604246774042963e+00,2.099993168394122733e+01
8.589168375814407952e+00,2.480694453791084797e+01
6.521538737929414964e+00,2.016829713870129837e+01
2.329798966821062578e+00,9.013311865804968903e+00
7.745802045205736341e+00,2.240951106137498172e+01
1.346134973364699894e+00,-1.918458446263128003e+00
1.655599707287128686e+00,3.755210926516319603e+00
6.126822828089895978e+00,2.419149106293245310e+01
2.387834061426311827e+00,1.178906736661200405e+01
7.047785475555306434e+00,2.179063618421396953e+01
3.495185273919566349e+00,1.077153973091921557e+01
2.774239600073853396e+00,1.193280597891294548e+01
9.989184059727975296e+00,2.194851310455587523e+01
4.061612455845953207e-01,-5.184894696107298806e+00
6.458225216831121607e+00,1.593513028090296046e+01
3.869958501224435299e-01,5.357104913924999323e+00
7.602102579190041176e+00,2.124440585931815662e+01
2.300899574982908646e+00,1.252204233168202130e+01
8.983186707236401336e-01,5.703049259611444377e+00
6.484497119090477213e+00,1.813545377879790266e+01
7.326012172929283750e+00,2.665245520240139143e+01
6.780953149188438722e+00,2.431426176525843275e+01
5.190094713420723149e-01,2.507067172257969379e+00
2.943069455541561297e+00,3.542424333773514178e+00
4.510883462198750138e+00,8.440401194219305125e+00
2.871032897254965022e+00,8.070326551716645369e+00
8.105134562703709022e+00,2.012877948849701681e+01
1.311151051526968647e+00,1.326668927822067445e+01
6.121793616905918611e+00,8.603813297541639926e+00
9.882149436274534793e+00,2.608408465624027173e+01
9.025565385988688405e+00,1.893278102798054618e+01
2.221570624850985887e+00,7.837935906692721666e+00
8.188761366767494110e-04,3.613371354801747426e+00
9.805973420619888969e+00,2.419044867948019828e+01
8.827129846973775784e+00,2.642023168584202253e+01
9.194724663276126364e+00,2.369367695565884446e+01
4.155035508376333730e+00,1.119061070715998163e+01
7.446154621567310450e+00,1.822594292682372341e+01
2.128314985691490691e+00,1.027490890788664046e+01
3.923040710839274858e+00,1.220010909562942381e+01
8.515480513871752422e+00,3.085489943359333864e+01
1.276122242180207644e+00,1.124042998957244066e+01
8.938653678736390162e+00,2.681550723469386099e+01
4.965079723751131269e+00,3.315491078877590425e+00
4.260956553725744556e+00,4.930749824111173574e+00
3.056463880931183930e+00,1.427241256627709021e+01
9.168487852727761123e+00,2.224302683419411508e+01
5.176234607612890670e+00,1.581480530742368096e+01
8.040263683334776701e+00,1.864828220833831907e+01
8.576517872810324405e+00,2.573072783460703761e+01
9.223823545915369237e+00,2.954950858526094848e+01
3.033807340330762159e+00,3.236379652898819792e+00
3.398108540443446124e+00,6.127414223670924365e+00
5.950738763476149273e+00,8.258204842031812376e+00
4.413241354594711119e+00,1.390013994563062738e+01
9.328425326197420375e+00,1.669466121134443171e+01
3.975640516334864039e+00,9.808692816343954846e+00
4.777780483752103180e+00,1.624250694204426892e+01
6.171860885532679752e+00,2.742011688720650753e+01
4.047394859737475592e+00,1.366057886078094796e+01
9.924784359251065169e+00,3.277638460800227449e+01
9.885128455898639643e-01,5.467076326773487871e+00
2.206033178072023482e+00,8.761299992105131551e+00
3.226551311236502073e+00,8.711763789225283716e+00
1.477228436396201827e+00,3.476720426472331482e+00
2.842192345315553759e+00,1.467737162100236326e+01
7.792452928594802763e+00,2.305450408561183906e+01
5.228920008852178114e+00,1.645378174655322567e+01
3.395363612821999943e-01,-4.920353989498327252e-01
9.826225851871887684e+00,2.454035597253753309e+01
6.160064775666468151e+00,2.743761435406146632e+01
5.893947860302095609e-01,2.835977812934147302e+00
6.611687717969805256e+00,2.486005959288450384e+01
3.783693706952338864e+00,8.557975710710447714e+00
1.356732971250722564e+00,9.099553285868216435e+00
5.636645928991928400e+00,1.724059281670788124e+01
7.270799505033302523e+00,1.785843323586757947e+01
6.711266044701217126e+00,2.172097960447545262e+01
2.475131535003564309e+00,1.706092930465370472e-01
5.248662214529077552e+00,1.769476268092853388e+01
5.376634440708692786e+00,1.907610221132995676e+01
7.168033641320368687e+00,2.098545004386438606e+01
3.598673489410670001e+00,1.725130220604595976e+01
7.977325951909391755e+00,2.130281260630563267e+01
6.279218488955999433e+00,1.665235029913421627e+01
3.833160701853866037e-01,4.433487821003467388e+00
5.464790216690849078e+00,1.970050680532798992e+01
8.619120954317699201e+00,2.609700495805667586e+01
5.675741625552812586e+00,1.475628869056903092e+01
1.758282654556950764e+00,1.119567410499143989e+00
5.103763703475840074e+00,1.777680553842118627e+01
7.569458365293010971e+00,1.667578954186682338e+01
1.101051964454005105e+00,3.612530713336816746e-01
8.170990787402383049e+00,1.885426108829248548e+01
1.674816411630610791e+00,6.175585062861447483e+00
5.340764922160644801e+00,1.107042998394908651e+01
3.857434824367174997e+00,5.665146876992784186e+00
2.486237675113557088e+00,4.621384465494969618e+00
6.474325130087322577e+00,1.696915377291378846e+01
3.739210877243936970e-01,4.906225060036357277e+00
7.600458067436450804e+00,2.103747972240982733e+01
5.269406387343709142e+00,9.471205492114894042e+00
8.757712105438528738e+00,2.473759092145160210e+01
5.207183199213498703e+00,1.633173560501374766e+01
3.503316853404814246e-01,3.010132612784430783e-01
1.436009688821420216e+00,1.308793927913733945e+00
7.956045886408272594e+00,1.760696394570877743e+01
4.919760488579481006e+00,1.134033963722093574e+01
4.418792714658586362e+00,2.381819196882583611e+01
3.184347813774934810e+00,5.215507490484603714e+00
2.845491982671304321e+00,1.014372579257265983e+01
9.658863124897539620e+00,2.227664483037925081e+01
4.329693307834276084e+00,9.994317690659087816e+00
8.840030326750168754e+00,2.026939361989340682e+01
6.481631232057742942e+00,2.191009000967721576e+01
8.584276462736598390e+00,2.505623029955802394e+01
8.524495447739875331e+00,2.236451961364566543e+01
9.563120277897015242e+00,2.812247542799138600e+01
6.979422362030939908e+00,2.286588438144654845e+01
8.053969353943662313e+00,1.758134815285162489e+01
